date,client_id,amount,notes,amount_duplicate
not-a-date,1096.0,2778.6841723381,note 938,2778.6841723381
2024-02-09 03:00:00,1619.0,2049.0647972411225,note 939,2049.0647972411225
2024-02-09 04:00:00,,4560.305581841697,note 940,4560.305581841697
not-a-date,,821.8543494452163,note 941,821.8543494452163
not-a-date,,4024.772617008953,note 942,4024.772617008953
2024-02-09 07:00:00,1791.0,1501.001045238032,note 943,1501.001045238032
2024-02-09 08:00:00,1555.0,2641.9084023315118,note 944,2641.9084023315118
2024-02-09 09:00:00,1723.0,2743.4626597395823,note 945,2743.4626597395823
2024-02-09 10:00:00,1727.0,error,note 946,error
2024-02-09 11:00:00,1854.0,3546.8692343668536,note 947,3546.8692343668536
2024-02-09 12:00:00,1458.0,1104.9975452490066,note 948,1104.9975452490066
2024-02-09 13:00:00,1932.0,4049.054319962243,note 949,4049.054319962243
not-a-date,1693.0,374.5007054243089,note 950,374.5007054243089
2024-02-09 15:00:00,1859.0,1112.7698702159892,note 951,1112.7698702159892
2024-02-09 16:00:00,1175.0,4465.517153490376,note 952,4465.517153490376
2024-02-09 17:00:00,1133.0,241.54252493550334,note 953,241.54252493550334
2024-02-09 18:00:00,1278.0,4747.735772099432,note 954,4747.735772099432
2024-02-09 19:00:00,1501.0,4546.078719138124,note 955,4546.078719138124
2024-02-09 20:00:00,1208.0,2972.8681993503783,note 956,2972.8681993503783
2024-02-09 21:00:00,1950.0,4266.278381528089,note 957,4266.278381528089
2024-02-09 22:00:00,1510.0,4393.909057827058,note 958,4393.909057827058
2024-02-09 23:00:00,1564.0,1034.940479791776,note 959,1034.940479791776
2024-02-10 00:00:00,1661.0,4011.8032415090515,note 960,4011.8032415090515
2024-02-10 01:00:00,1218.0,2457.240713785448,note 961,2457.240713785448
2024-02-10 02:00:00,1386.0,1313.2451011320406,note 962,1313.2451011320406
2024-02-10 03:00:00,1282.0,2426.900035946508,note 963,2426.900035946508
2024-02-10 04:00:00,1211.0,210.01610045897075,note 964,210.01610045897075
not-a-date,1157.0,error,note 965,error
2024-02-10 06:00:00,1720.0,3654.0262629617737,note 966,3654.0262629617737
2024-02-10 07:00:00,1813.0,1935.629503912645,note 967,1935.629503912645
2024-02-10 08:00:00,1894.0,1038.8863308304085,note 968,1038.8863308304085
2024-02-10 09:00:00,1698.0,1438.3882369967816,note 969,1438.3882369967816
2024-02-10 10:00:00,1469.0,714.4305591441065,note 970,714.4305591441065
2024-02-10 11:00:00,1331.0,3637.1478120058655,note 971,3637.1478120058655
2024-02-10 12:00:00,1147.0,1432.7764395013219,note 972,1432.7764395013219
2024-02-10 13:00:00,1699.0,3196.294626330963,note 973,3196.294626330963
2024-02-10 14:00:00,1028.0,1941.5863992852087,note 974,1941.5863992852087
2024-02-10 15:00:00,1182.0,1077.7932038048257,note 975,1077.7932038048257
2024-02-10 16:00:00,1621.0,3692.4377041401376,note 976,3692.4377041401376
2024-02-10 17:00:00,1101.0,2377.1334548755904,note 977,2377.1334548755904
2024-02-10 18:00:00,1795.0,1932.3229705027604,note 978,1932.3229705027604
2024-02-10 19:00:00,1157.0,1593.975775695466,note 979,1593.975775695466
2024-02-10 20:00:00,1797.0,1753.3995086067646,note 980,1753.3995086067646
not-a-date,1767.0,1218.069994539843,note 981,1218.069994539843
2024-02-10 22:00:00,1912.0,1098.807216164731,note 982,1098.807216164731
2024-02-10 23:00:00,1105.0,3218.593573585363,note 983,3218.593573585363
2024-02-11 00:00:00,1952.0,406.3078143148653,note 984,406.3078143148653
2024-02-11 01:00:00,1156.0,2600.982295584581,note 985,2600.982295584581
2024-02-11 02:00:00,1414.0,3903.7452432010905,note 986,3903.7452432010905
2024-02-11 03:00:00,,error,note 987,error
2024-02-11 04:00:00,1410.0,2904.225122543188,note 988,2904.225122543188
2024-02-11 05:00:00,1132.0,2581.6830239107135,note 989,2581.6830239107135
2024-02-11 06:00:00,1959.0,2813.418829609812,note 990,2813.418829609812
2024-02-11 07:00:00,1252.0,3580.390707848271,note 991,3580.390707848271
2024-02-11 08:00:00,1178.0,1595.9384766231462,note 992,1595.9384766231462
2024-02-11 09:00:00,1235.0,674.5155365175045,note 993,674.5155365175045
2024-02-11 10:00:00,1414.0,1039.3849029653409,note 994,1039.3849029653409
2024-02-11 11:00:00,1350.0,4828.506433526679,note 995,4828.506433526679
2024-02-11 12:00:00,1774.0,3719.5517374474953,note 996,3719.5517374474953
2024-02-11 13:00:00,1045.0,2569.0305638880254,note 997,2569.0305638880254
2024-02-11 14:00:00,1671.0,1427.3918074796125,note 998,1427.3918074796125
2024-02-11 15:00:00,1069.0,751.2552245251119,note 999,751.2552245251119
2024-02-11 16:00:00,1887.0,2727.5488550628193,note 1000,2727.5488550628193
2024-02-11 17:00:00,1516.0,4411.516943699102,note 1001,4411.516943699102
not-a-date,1232.0,2435.9652936633547,note 1002,2435.9652936633547
not-a-date,1399.0,3916.4566905633988,note 1003,3916.4566905633988
2024-02-11 20:00:00,1628.0,363.67748880225935,note 1004,363.67748880225935
2024-02-11 21:00:00,1152.0,3807.580810003518,note 1005,3807.580810003518
2024-02-11 22:00:00,1644.0,1245.3298709416665,note 1006,1245.3298709416665
2024-02-11 23:00:00,1941.0,error,note 1007,error
2024-02-12 00:00:00,1803.0,4099.896344831519,note 1008,4099.896344831519
2024-02-12 01:00:00,1558.0,4183.843203824523,note 1009,4183.843203824523
2024-02-12 02:00:00,1640.0,627.8024483213941,note 1010,627.8024483213941
2024-02-12 03:00:00,1727.0,error,note 1011,error
2024-02-12 04:00:00,1715.0,852.84532986225,note 1012,852.84532986225
2024-02-12 05:00:00,1097.0,4897.486302800081,note 1013,4897.486302800081
not-a-date,1440.0,2087.8579553343534,note 1014,2087.8579553343534
2024-02-12 07:00:00,1306.0,4596.82905219177,note 1015,4596.82905219177
2024-02-12 08:00:00,,1449.1533654475227,note 1016,1449.1533654475227
2024-02-12 09:00:00,1781.0,3764.084248079939,note 1017,3764.084248079939
2024-02-12 10:00:00,1380.0,1770.323409596846,note 1018,1770.323409596846
2024-02-12 11:00:00,1514.0,2604.341826935249,note 1019,2604.341826935249
2024-02-12 12:00:00,1000.0,2808.8372732496655,note 1020,2808.8372732496655
2024-02-12 13:00:00,1716.0,1684.2005760756497,note 1021,1684.2005760756497
2024-02-12 14:00:00,1056.0,735.0065228573116,note 1022,735.0065228573116
2024-02-12 15:00:00,1529.0,398.4377214668654,note 1023,398.4377214668654
2024-02-12 16:00:00,1731.0,2591.592846427411,note 1024,2591.592846427411
2024-02-12 17:00:00,1659.0,669.1019749923565,note 1025,669.1019749923565
2024-02-12 18:00:00,1214.0,1884.1718677092963,note 1026,1884.1718677092963
2024-02-12 19:00:00,1060.0,4575.092719034952,note 1027,4575.092719034952
2024-02-12 20:00:00,1863.0,4438.0880306462095,note 1028,4438.0880306462095
2024-02-12 21:00:00,1869.0,4992.757820715498,note 1029,4992.757820715498
2024-02-12 22:00:00,1485.0,4627.34901634214,note 1030,4627.34901634214
2024-02-12 23:00:00,1390.0,4813.974879024396,note 1031,4813.974879024396
2024-02-13 00:00:00,1702.0,1741.6133942577442,note 1032,1741.6133942577442
2024-02-13 01:00:00,1208.0,650.481882798814,note 1033,650.481882798814
2024-02-13 02:00:00,1757.0,2157.892705864967,note 1034,2157.892705864967
2024-02-13 03:00:00,1612.0,164.7936306766406,note 1035,164.7936306766406
2024-02-13 04:00:00,1969.0,245.4962032713367,note 1036,245.4962032713367
2024-02-13 05:00:00,1884.0,3948.547634569518,note 1037,3948.547634569518
2024-02-13 06:00:00,1132.0,4069.207098570077,note 1038,4069.207098570077
2024-02-13 07:00:00,1246.0,error,note 1039,error
2024-02-13 08:00:00,1275.0,3940.5129694464777,note 1040,3940.5129694464777
2024-02-13 09:00:00,1739.0,703.0093359955691,note 1041,703.0093359955691
not-a-date,1603.0,2788.8042754885587,note 1042,2788.8042754885587
2024-02-13 11:00:00,,3728.5133363316486,note 1043,3728.5133363316486
2024-02-13 12:00:00,1755.0,3981.9939361734996,note 1044,3981.9939361734996
2024-02-13 13:00:00,,1951.5531373162926,note 1045,1951.5531373162926
2024-02-13 14:00:00,1159.0,3507.935716708815,note 1046,3507.935716708815
2024-02-13 15:00:00,1505.0,695.5989884739982,note 1047,695.5989884739982
2024-02-13 16:00:00,1562.0,2079.2035614543256,note 1048,2079.2035614543256
not-a-date,1243.0,4148.331637326573,note 1049,4148.331637326573
2024-02-13 18:00:00,1246.0,1863.826368746288,note 1050,1863.826368746288
2024-02-13 19:00:00,,2921.9581123400335,note 1051,2921.9581123400335
not-a-date,1979.0,168.04359760819497,note 1052,168.04359760819497
2024-02-13 21:00:00,1609.0,2880.5249484297806,note 1053,2880.5249484297806
2024-02-13 22:00:00,1843.0,1956.5967840139087,note 1054,1956.5967840139087
2024-02-13 23:00:00,1803.0,3878.0858710611424,note 1055,3878.0858710611424
2024-02-14 00:00:00,1188.0,2471.4768853990845,note 1056,2471.4768853990845
2024-02-14 01:00:00,1307.0,1622.6931345975113,note 1057,1622.6931345975113
2024-02-14 02:00:00,1075.0,2628.1997327024073,note 1058,2628.1997327024073
2024-02-14 03:00:00,1394.0,4504.278857884475,note 1059,4504.278857884475
2024-02-14 04:00:00,1042.0,1754.7165866802764,note 1060,1754.7165866802764
2024-02-14 05:00:00,1273.0,4022.389413177283,note 1061,4022.389413177283
2024-02-14 06:00:00,1944.0,3631.396430148232,note 1062,3631.396430148232
2024-02-14 07:00:00,1364.0,2873.6550126228753,note 1063,2873.6550126228753
2024-02-14 08:00:00,1547.0,2975.9684899912177,note 1064,2975.9684899912177
2024-02-14 09:00:00,1309.0,4583.347217842753,note 1065,4583.347217842753
not-a-date,1004.0,3994.18490268604,note 1066,3994.18490268604
2024-02-14 11:00:00,1714.0,1820.0600576653976,note 1067,1820.0600576653976
2024-02-14 12:00:00,1253.0,4331.570136855733,note 1068,4331.570136855733
2024-02-14 13:00:00,1689.0,4732.331127030504,note 1069,4732.331127030504
2024-02-14 14:00:00,,4227.055553208839,note 1070,4227.055553208839
2024-02-14 15:00:00,,1224.5914057045484,note 1071,1224.5914057045484
2024-02-14 16:00:00,1685.0,2079.867283515839,note 1072,2079.867283515839
2024-02-14 17:00:00,,1729.323644204792,note 1073,1729.323644204792
2024-02-14 18:00:00,1323.0,3941.179902646188,note 1074,3941.179902646188
2024-02-14 19:00:00,1260.0,4496.255650608361,note 1075,4496.255650608361
2024-02-14 20:00:00,1391.0,1473.1746058033223,note 1076,1473.1746058033223
2024-02-14 21:00:00,1380.0,506.95400167781804,note 1077,506.95400167781804
2024-02-14 22:00:00,1179.0,4668.4190680154425,note 1078,4668.4190680154425
2024-02-14 23:00:00,1291.0,1414.1869676319113,note 1079,1414.1869676319113
2024-02-15 00:00:00,1424.0,2392.9971926394883,note 1080,2392.9971926394883
2024-02-15 01:00:00,1888.0,2892.4905241421156,note 1081,2892.4905241421156
2024-02-15 02:00:00,1516.0,1149.6621083728742,note 1082,1149.6621083728742
2024-02-15 03:00:00,1987.0,4680.206854224729,note 1083,4680.206854224729
2024-02-15 04:00:00,1803.0,3637.123067253737,note 1084,3637.123067253737
2024-02-15 05:00:00,1486.0,144.12579420150024,note 1085,144.12579420150024
2024-02-15 06:00:00,1009.0,1744.965736264282,note 1086,1744.965736264282
2024-02-15 07:00:00,1720.0,2269.0330111479666,note 1087,2269.0330111479666
2024-02-15 08:00:00,1884.0,1907.3620393563301,note 1088,1907.3620393563301
not-a-date,1947.0,651.6095489221868,note 1089,651.6095489221868
2024-02-15 10:00:00,1216.0,2745.894749725264,note 1090,2745.894749725264
2024-02-15 11:00:00,1250.0,1257.5823843820142,note 1091,1257.5823843820142
2024-02-15 12:00:00,1900.0,958.0256882332532,note 1092,958.0256882332532
2024-02-15 13:00:00,1575.0,3427.717181452332,note 1093,3427.717181452332
not-a-date,1043.0,2817.2579913061218,note 1094,2817.2579913061218
2024-02-15 15:00:00,1784.0,4662.97263002172,note 1095,4662.97263002172
not-a-date,1973.0,1139.4166511648325,note 1096,1139.4166511648325
2024-02-15 17:00:00,1121.0,2998.441733126047,note 1097,2998.441733126047
2024-02-15 18:00:00,1742.0,534.5041796354174,note 1098,534.5041796354174
2024-02-15 19:00:00,1446.0,2892.8523480442013,note 1099,2892.8523480442013
2024-02-15 20:00:00,1450.0,1774.804746424248,note 1100,1774.804746424248
2024-02-15 21:00:00,1518.0,2376.355797191712,note 1101,2376.355797191712
2024-02-15 22:00:00,1178.0,245.87976138906404,note 1102,245.87976138906404
not-a-date,1801.0,3459.9102024770336,note 1103,3459.9102024770336
2024-02-16 00:00:00,1972.0,1555.115244002049,note 1104,1555.115244002049
2024-02-16 01:00:00,1055.0,3258.2979566063345,note 1105,3258.2979566063345
not-a-date,1013.0,1787.6495442273201,note 1106,1787.6495442273201
2024-02-16 03:00:00,1230.0,1147.0289214595985,note 1107,1147.0289214595985
not-a-date,1344.0,4715.664952686836,note 1108,4715.664952686836
2024-02-16 05:00:00,1999.0,3214.0329053399364,note 1109,3214.0329053399364
2024-02-16 06:00:00,1697.0,4179.825620510024,note 1110,4179.825620510024
2024-02-16 07:00:00,1566.0,3797.7887358478256,note 1111,3797.7887358478256
2024-02-16 08:00:00,1046.0,2335.546446342119,note 1112,2335.546446342119
2024-02-16 09:00:00,,760.5573765387785,note 1113,760.5573765387785
2024-02-16 10:00:00,1676.0,827.5911948152682,note 1114,827.5911948152682
2024-02-16 11:00:00,1871.0,227.88708408723767,note 1115,227.88708408723767
2024-02-16 12:00:00,1864.0,1903.088648744773,note 1116,1903.088648744773
2024-02-16 13:00:00,1280.0,2650.2291790049435,note 1117,2650.2291790049435
2024-02-16 14:00:00,1122.0,2047.3337992098818,note 1118,2047.3337992098818
2024-02-16 15:00:00,1741.0,4145.290305909334,note 1119,4145.290305909334
2024-02-16 16:00:00,1245.0,593.388100052141,note 1120,593.388100052141
2024-02-16 17:00:00,1116.0,4633.581168210606,note 1121,4633.581168210606
2024-02-16 18:00:00,,error,note 1122,error
2024-02-16 19:00:00,1155.0,4018.1592360697246,note 1123,4018.1592360697246
not-a-date,,1658.312640414692,note 1124,1658.312640414692
2024-02-16 21:00:00,1675.0,4605.461153664973,note 1125,4605.461153664973
2024-02-16 22:00:00,1509.0,4954.004022865497,note 1126,4954.004022865497
2024-02-16 23:00:00,1493.0,4659.083319833513,note 1127,4659.083319833513
2024-02-17 00:00:00,1911.0,3095.849610221973,note 1128,3095.849610221973
2024-02-17 01:00:00,1822.0,4706.887955767187,note 1129,4706.887955767187
2024-02-17 02:00:00,1047.0,2574.95665267868,note 1130,2574.95665267868
2024-02-17 03:00:00,1977.0,129.2204483535411,note 1131,129.2204483535411
2024-02-17 04:00:00,1439.0,3147.3318924793452,note 1132,3147.3318924793452
2024-02-17 05:00:00,1709.0,3287.0791914101223,note 1133,3287.0791914101223
2024-02-17 06:00:00,1872.0,1787.5504535915104,note 1134,1787.5504535915104
2024-02-17 07:00:00,1095.0,3225.674751217407,note 1135,3225.674751217407
2024-02-17 08:00:00,1554.0,4223.969916820755,note 1136,4223.969916820755
2024-02-17 09:00:00,1488.0,2666.2721191979904,note 1137,2666.2721191979904
2024-02-17 10:00:00,1432.0,1736.743507543207,note 1138,1736.743507543207
2024-02-17 11:00:00,1518.0,4987.537596113008,note 1139,4987.537596113008
2024-02-17 12:00:00,1617.0,1336.3598234902436,note 1140,1336.3598234902436
2024-02-17 13:00:00,1949.0,3039.9279248542007,note 1141,3039.9279248542007
2024-02-17 14:00:00,1206.0,4393.762527588549,note 1142,4393.762527588549
2024-02-17 15:00:00,1596.0,2151.8059165576087,note 1143,2151.8059165576087
2024-02-17 16:00:00,1107.0,error,note 1144,error
2024-02-17 17:00:00,1210.0,3841.4095848367565,note 1145,3841.4095848367565
not-a-date,,1943.623012822921,note 1146,1943.623012822921
2024-02-17 19:00:00,1673.0,1493.0197580320676,note 1147,1493.0197580320676
2024-02-17 20:00:00,1346.0,error,note 1148,error
2024-02-17 21:00:00,1323.0,2753.091218515485,note 1149,2753.091218515485
2024-02-17 22:00:00,,1687.9017256925545,note 1150,1687.9017256925545
2024-02-17 23:00:00,1726.0,842.4853584209626,note 1151,842.4853584209626
2024-02-18 00:00:00,1889.0,error,note 1152,error
2024-02-18 01:00:00,1851.0,1354.5133220738335,note 1153,1354.5133220738335
2024-02-18 02:00:00,1417.0,4221.185548057088,note 1154,4221.185548057088
2024-02-18 03:00:00,1962.0,2766.7272051815717,note 1155,2766.7272051815717
2024-02-18 04:00:00,1218.0,error,note 1156,error
not-a-date,1468.0,3161.6087801534636,note 1157,3161.6087801534636
2024-02-18 06:00:00,1964.0,3134.990746796165,note 1158,3134.990746796165
2024-02-18 07:00:00,1530.0,375.0512802544306,note 1159,375.0512802544306
2024-02-18 08:00:00,1758.0,1399.9634935103488,note 1160,1399.9634935103488
2024-02-18 09:00:00,1956.0,2507.216673114791,note 1161,2507.216673114791
2024-02-18 10:00:00,1209.0,3848.487651873608,note 1162,3848.487651873608
2024-02-18 11:00:00,1301.0,3445.639242070257,note 1163,3445.639242070257
2024-02-18 12:00:00,1618.0,2584.1136218300403,note 1164,2584.1136218300403
2024-02-18 13:00:00,1202.0,1208.3860398311908,note 1165,1208.3860398311908
2024-02-18 14:00:00,1391.0,error,note 1166,error
2024-02-18 15:00:00,1332.0,1903.152013921662,note 1167,1903.152013921662
2024-02-18 16:00:00,1859.0,3681.358015740749,note 1168,3681.358015740749
2024-02-18 17:00:00,1469.0,1455.9394723514783,note 1169,1455.9394723514783
2024-02-18 18:00:00,1588.0,error,note 1170,error
2024-02-18 19:00:00,1879.0,2884.6752008316184,note 1171,2884.6752008316184
2024-02-18 20:00:00,1067.0,1062.577865856656,note 1172,1062.577865856656
2024-02-18 21:00:00,1428.0,error,note 1173,error
not-a-date,1589.0,4483.323706218509,note 1174,4483.323706218509
2024-02-18 23:00:00,1617.0,2659.0276418109856,note 1175,2659.0276418109856
2024-02-19 00:00:00,1308.0,3436.456079204536,note 1176,3436.456079204536
2024-02-19 01:00:00,1593.0,1086.404787373653,note 1177,1086.404787373653
2024-02-19 02:00:00,1898.0,1047.7356938862556,note 1178,1047.7356938862556
2024-02-19 03:00:00,,4039.5524280947457,note 1179,4039.5524280947457
2024-02-19 04:00:00,1246.0,4282.170449693728,note 1180,4282.170449693728
2024-02-19 05:00:00,1316.0,1216.0674110023124,note 1181,1216.0674110023124
2024-02-19 06:00:00,1316.0,error,note 1182,error
2024-02-19 07:00:00,1193.0,4285.6617182928385,note 1183,4285.6617182928385
not-a-date,1792.0,4523.469141420096,note 1184,4523.469141420096
2024-02-19 09:00:00,1290.0,1166.685783737444,note 1185,1166.685783737444
2024-02-19 10:00:00,,652.1722971892909,note 1186,652.1722971892909
2024-02-19 11:00:00,1463.0,4650.190131054676,note 1187,4650.190131054676
2024-02-19 12:00:00,1888.0,595.68939400056,note 1188,595.68939400056
2024-02-19 13:00:00,1191.0,2818.6721447494037,note 1189,2818.6721447494037
2024-02-19 14:00:00,1636.0,114.62696062353558,note 1190,114.62696062353558
2024-02-19 15:00:00,1578.0,2198.325270634311,note 1191,2198.325270634311
2024-02-19 16:00:00,1681.0,1548.8207795821947,note 1192,1548.8207795821947
2024-02-19 17:00:00,1092.0,3183.5115752025476,note 1193,3183.5115752025476
2024-02-19 18:00:00,1374.0,2472.6245043564695,note 1194,2472.6245043564695
2024-02-19 19:00:00,1631.0,1599.208648725266,note 1195,1599.208648725266
2024-02-19 20:00:00,1514.0,3949.672500892309,note 1196,3949.672500892309
2024-02-19 21:00:00,1605.0,1465.2595151045443,note 1197,1465.2595151045443
not-a-date,1996.0,1284.9666035223768,note 1198,1284.9666035223768
2024-02-19 23:00:00,1178.0,3303.924757674161,note 1199,3303.924757674161
2024-02-20 00:00:00,1489.0,418.09835767153066,note 1200,418.09835767153066
2024-02-20 01:00:00,1402.0,1188.1674999676104,note 1201,1188.1674999676104
2024-02-20 02:00:00,1918.0,2443.817064092985,note 1202,2443.817064092985
2024-02-20 03:00:00,1246.0,error,note 1203,error
2024-02-20 04:00:00,1597.0,1601.0977709272106,note 1204,1601.0977709272106
2024-02-20 05:00:00,,2332.478835929142,note 1205,2332.478835929142
2024-02-20 06:00:00,1737.0,2358.9751695124737,note 1206,2358.9751695124737
2024-02-20 07:00:00,,2156.603999860564,note 1207,2156.603999860564
2024-02-20 08:00:00,1608.0,2888.7504519708373,note 1208,2888.7504519708373
2024-02-20 09:00:00,1589.0,1369.3505653604975,note 1209,1369.3505653604975
2024-02-20 10:00:00,1477.0,2050.4649431171233,note 1210,2050.4649431171233
2024-02-20 11:00:00,1146.0,1488.5961620401022,note 1211,1488.5961620401022
2024-02-20 12:00:00,,2546.3064326400963,note 1212,2546.3064326400963
2024-02-20 13:00:00,1807.0,1470.769412077339,note 1213,1470.769412077339
2024-02-20 14:00:00,1325.0,4297.724384684177,note 1214,4297.724384684177
2024-02-20 15:00:00,1406.0,1986.2902384636188,note 1215,1986.2902384636188
2024-02-20 16:00:00,1923.0,2932.981068858447,note 1216,2932.981068858447
2024-02-20 17:00:00,1659.0,3741.1064284434115,note 1217,3741.1064284434115
2024-02-20 18:00:00,1399.0,2747.903918382765,note 1218,2747.903918382765
2024-02-20 19:00:00,1481.0,4799.57281303464,note 1219,4799.57281303464
2024-02-20 20:00:00,1438.0,963.5688835550761,note 1220,963.5688835550761
2024-02-20 21:00:00,1655.0,4056.675069937685,note 1221,4056.675069937685
2024-02-20 22:00:00,1127.0,1272.9171490587921,note 1222,1272.9171490587921
2024-02-20 23:00:00,1575.0,2587.440314577907,note 1223,2587.440314577907
2024-02-21 00:00:00,1703.0,4221.406215401933,note 1224,4221.406215401933
2024-02-21 01:00:00,1220.0,295.9569350402006,note 1225,295.9569350402006
2024-02-21 02:00:00,1646.0,4938.627842698919,note 1226,4938.627842698919
2024-02-21 03:00:00,1202.0,4940.4623607753065,note 1227,4940.4623607753065
not-a-date,1340.0,2999.6108371320884,note 1228,2999.6108371320884
2024-02-21 05:00:00,1507.0,1955.936808924575,note 1229,1955.936808924575
2024-02-21 06:00:00,1377.0,error,note 1230,error
2024-02-21 07:00:00,1014.0,3581.9045415778155,note 1231,3581.9045415778155
2024-02-21 08:00:00,1584.0,1602.5940047652994,note 1232,1602.5940047652994
2024-02-21 09:00:00,1662.0,4242.305224269754,note 1233,4242.305224269754
2024-02-21 10:00:00,1483.0,3073.19006158436,note 1234,3073.19006158436
2024-02-21 11:00:00,1199.0,4107.722552362784,note 1235,4107.722552362784
2024-02-21 12:00:00,1286.0,3346.215164905764,note 1236,3346.215164905764
2024-02-21 13:00:00,1759.0,1290.0613891585617,note 1237,1290.0613891585617
2024-02-21 14:00:00,1332.0,2036.4557158540113,note 1238,2036.4557158540113
2024-02-21 15:00:00,1807.0,1558.738636476068,note 1239,1558.738636476068
2024-02-21 16:00:00,1097.0,4610.001336075228,note 1240,4610.001336075228
2024-02-21 17:00:00,1215.0,4515.359268491437,note 1241,4515.359268491437
2024-02-21 18:00:00,1589.0,501.09172794655603,note 1242,501.09172794655603
2024-02-21 19:00:00,1212.0,1199.029227741621,note 1243,1199.029227741621
2024-02-21 20:00:00,1135.0,2484.692563427829,note 1244,2484.692563427829
2024-02-21 21:00:00,,608.9047147624515,note 1245,608.9047147624515
2024-02-21 22:00:00,1624.0,1431.0747807568264,note 1246,1431.0747807568264
2024-02-21 23:00:00,1342.0,2591.748629050242,note 1247,2591.748629050242
2024-02-22 00:00:00,1162.0,2980.38987203772,note 1248,2980.38987203772
2024-02-22 01:00:00,1117.0,2749.970005595291,note 1249,2749.970005595291
2024-02-22 02:00:00,1663.0,2754.8031550057417,note 1250,2754.8031550057417
2024-02-22 03:00:00,1921.0,error,note 1251,error
2024-02-22 04:00:00,1477.0,409.14104031891657,note 1252,409.14104031891657
2024-02-22 05:00:00,1321.0,2059.4167230270436,note 1253,2059.4167230270436
2024-02-22 06:00:00,1273.0,3126.3459857723687,note 1254,3126.3459857723687
2024-02-22 07:00:00,1959.0,1353.7394485906673,note 1255,1353.7394485906673
2024-02-22 08:00:00,1938.0,error,note 1256,error
2024-02-22 09:00:00,1856.0,108.73689859329204,note 1257,108.73689859329204
not-a-date,1771.0,401.1700844125902,note 1258,401.1700844125902
not-a-date,1003.0,1039.0958593515147,note 1259,1039.0958593515147
2024-02-22 12:00:00,1461.0,3500.1657382937137,note 1260,3500.1657382937137
2024-02-22 13:00:00,1569.0,2326.275644673432,note 1261,2326.275644673432
2024-02-22 14:00:00,1625.0,302.4476162423637,note 1262,302.4476162423637
2024-02-22 15:00:00,1567.0,4385.850036336135,note 1263,4385.850036336135
2024-02-22 16:00:00,1164.0,1185.3082126934648,note 1264,1185.3082126934648
2024-02-22 17:00:00,1068.0,3367.5952174503013,note 1265,3367.5952174503013
2024-02-22 18:00:00,1895.0,135.9851106082446,note 1266,135.9851106082446
2024-02-22 19:00:00,1452.0,3855.782227804134,note 1267,3855.782227804134
2024-02-22 20:00:00,1806.0,2935.700844718773,note 1268,2935.700844718773
2024-02-22 21:00:00,1711.0,3586.715251821849,note 1269,3586.715251821849
2024-02-22 22:00:00,1040.0,2759.9086007563046,note 1270,2759.9086007563046
not-a-date,1017.0,1074.1551173797757,note 1271,1074.1551173797757
not-a-date,1696.0,4719.064040177753,note 1272,4719.064040177753
2024-02-23 01:00:00,1832.0,3715.6345898846275,note 1273,3715.6345898846275
2024-02-23 02:00:00,1693.0,4415.628796203189,note 1274,4415.628796203189
not-a-date,1624.0,1159.5776116488732,note 1275,1159.5776116488732
2024-02-23 04:00:00,1411.0,1161.7608324226492,note 1276,1161.7608324226492
2024-02-23 05:00:00,1526.0,245.89958770026726,note 1277,245.89958770026726
2024-02-23 06:00:00,1458.0,2752.6602281815854,note 1278,2752.6602281815854
2024-02-23 07:00:00,1645.0,4987.691821239145,note 1279,4987.691821239145
2024-02-23 08:00:00,1247.0,3393.2298012390447,note 1280,3393.2298012390447
2024-02-23 09:00:00,1778.0,3947.248821868495,note 1281,3947.248821868495
2024-02-23 10:00:00,1301.0,3814.125364753577,note 1282,3814.125364753577
2024-02-23 11:00:00,1468.0,4703.558051316809,note 1283,4703.558051316809
2024-02-23 12:00:00,1385.0,2744.1621559718506,note 1284,2744.1621559718506
2024-02-23 13:00:00,1972.0,4261.346493214332,note 1285,4261.346493214332
2024-02-23 14:00:00,,2776.3538645295184,note 1286,2776.3538645295184
2024-02-23 15:00:00,1821.0,3488.9890146569646,note 1287,3488.9890146569646
2024-02-23 16:00:00,1879.0,1428.7016668716647,note 1288,1428.7016668716647
2024-02-23 17:00:00,1418.0,2553.0121841166847,note 1289,2553.0121841166847
2024-02-23 18:00:00,1397.0,2721.391726890305,note 1290,2721.391726890305
2024-02-23 19:00:00,1265.0,2207.198527582741,note 1291,2207.198527582741
2024-02-23 20:00:00,1387.0,3626.7712123168144,note 1292,3626.7712123168144
2024-02-23 21:00:00,1370.0,error,note 1293,error
2024-02-23 22:00:00,1076.0,3558.41610327423,note 1294,3558.41610327423
2024-02-23 23:00:00,1449.0,error,note 1295,error
2024-02-24 00:00:00,1989.0,2684.7117200387597,note 1296,2684.7117200387597
2024-02-24 01:00:00,1292.0,623.5279514208796,note 1297,623.5279514208796
not-a-date,1618.0,3801.347284953674,note 1298,3801.347284953674
2024-02-24 03:00:00,1726.0,4052.8403288496556,note 1299,4052.8403288496556
not-a-date,1274.0,1151.495535167774,note 1300,1151.495535167774
not-a-date,1196.0,1214.219821790315,note 1301,1214.219821790315
2024-02-24 06:00:00,1154.0,1221.8302557527018,note 1302,1221.8302557527018
2024-02-24 07:00:00,1332.0,3994.260709434859,note 1303,3994.260709434859
2024-02-24 08:00:00,,1993.7395517768541,note 1304,1993.7395517768541
